	language	language_tag	local_name	iso_639_3	iso_639_1	family/subfamily/genus	version_index	version_tag	version	default_version
463	Español (América Latina) [Spanish]	spa	Español (América Latina)	spa	es	Indo-European//Romance	1846	DHHS94	Dios habla Hoy Estándar 1994	No
464	Español (América Latina) [Spanish]	spa	Español (América Latina)	spa	es	Indo-European//Romance	1952	VBL	El Nuevo Testamento, Versión Biblia Libre	No
465	Español (América Latina) [Spanish]	spa	Español (América Latina)	spa	es	Indo-European//Romance	222	BHTI	La Biblia Hispanoamericana (Traducción Interconfesional, versión hispanoamericana)	No
466	Español (América Latina) [Spanish]	spa	Español (América Latina)	spa	es	Indo-European//Romance	197	PDT	La Biblia: La Palabra de Dios para todos	No
467	Español (América Latina) [Spanish]	spa	Español (América Latina)	spa	es	Indo-European//Romance	89	LBLA	La Bilbia de las Americas	No
468	Español (América Latina) [Spanish]	spa	Español (América Latina)	spa	es	Indo-European//Romance	28	BLPH	La Palabra (versión hispanoamericana)	No
469	Español (América Latina) [Spanish]	spa	Español (América Latina)	spa	es	Indo-European//Romance	753	NBV	Nueva Biblia Viva	No
470	Español (América Latina) [Spanish]	spa	Español (América Latina)	spa	es	Indo-European//Romance	103	NBLA	Nueva Biblia de las Américas	No
471	Español (América Latina) [Spanish]	spa	Español (América Latina)	spa	es	Indo-European//Romance	127	NTV	Nueva Traducción Viviente	No
472	Español (América Latina) [Spanish]	spa	Español (América Latina)	spa	es	Indo-European//Romance	128	NVI	Nueva Versión Internacional - Español	No
473	Español (América Latina) [Spanish]	spa	Español (América Latina)	spa	es	Indo-European//Romance	1782	RVA2015	Reina Valera Actualizada	No
474	Español (América Latina) [Spanish]	spa	Español (América Latina)	spa	es	Indo-European//Romance	146	RVC	Reina Valera Contemporánea	No
475	Español (América Latina) [Spanish]	spa	Español (América Latina)	spa	es	Indo-European//Romance	147	RVES	Reina-Valera Antigua	No
476	Español (América Latina) [Spanish]	spa	Español (América Latina)	spa	es	Indo-European//Romance	176	TLA	Traducción en Lenguaje Actual	No
477	Español (América Latina) [Spanish]	spa	Español (América Latina)	spa	es	Indo-European//Romance	178	TLAI	Traducción en Lenguaje Actual Interconfesional	No
478	Español (España) [Spanish (Spain)]	spa_es	Español (España)	spa	es	Indo-European//Romance	442	DHHED	Dios Habla Hoy Con Deuterocanónicos Versión Española	No
479	Español (España) [Spanish (Spain)]	spa_es	Español (España)	spa	es	Indo-European//Romance	53	DHHE	Dios Habla Hoy Versión Española	No
480	Español (España) [Spanish (Spain)]	spa_es	Español (España)	spa	es	Indo-European//Romance	214	BTI	La Biblia, Traducción Interconfesional (versión española)	No
481	Español (España) [Spanish (Spain)]	spa_es	Español (España)	spa	es	Indo-European//Romance	210	BLP	La Palabra (versión española)	Yes
482	Español (España) [Spanish (Spain)]	spa_es	Español (España)	spa	es	Indo-European//Romance	1637	NVI	Nueva Versión Internacional - Castellano	No
483	Esperanto	epo	Esperanto	epo	eo	/	841	ESP	La Sankta Biblio 1926	Yes
484	Estado de México Otomi	ots	Estado de México Otomi	ots		/	829	OTSNT	El Nuevo Testamento en otomí de San Felipe Santiago, Edo. de México	Yes
485	Euskara [Basque]	eus	Euskara	eus	eu	//	56	EAB	Elizen Arteko Biblia (Biblia en Euskara, Traducción Interconfesional)	Yes
486	Euskara [Basque]	eus	Euskara	eus	eu	//	223	EABD	Elizen Arteko Biblia (Biblia en Euskara, Traducción Interconfesional)	No
487	Euskara [Basque]	eus	Euskara	eus	eu	//	25	BHNT	Navarro-Labourdin Basque	No
488	Ewage-Notu	nou	Ewage-Notu	nou		/	1199	NOUNT	Binga Ewamei Isu Keriso Da Jawo Da	Yes
489	Ewondo	ewo	Ewondo	ewo		Niger-Congo/Benue-Congo/Bantoid	1854	NTE12	MKPAMAṄ AMVOE Nouveau Testament en langue Ewondo 2012	Yes
490	Ezaa	eza	Ezaa	eza		/	1600	EZAA	BAYỊBURU Ẹzaa	Yes
491	Faiwol	fai	Faiwol	fai		/	923	FAINT	Got Weng Abem	No
492	Faiwol	fai	Faiwol	fai		/	1428	FAI	Got weng abem: Alokso abino kalin	Yes
493	Falam [Falam Chin]	cfm	Falam	cfm		/	1869	MOLSOMBSI	Dân Thar NT - BSI	No
494	Falam [Falam Chin]	cfm	Falam	cfm		/	389	FCL	Falam Common Language Bible	Yes
495	Fanamaket	bjp	Fanamaket	bjp		/	1427	BJP	Fanamaket Baibel	Yes
496	Farefare	gur	Farefare	gur		Niger-Congo/Gur/Northern-Central Gur	1323	GURDBL	gur Nawẽnnɛ Yetɔga la Ninkãrɛ	Yes
497	Fasu	faa	Fasu	faa		Trans-New Guinea//Fasu	956	FAANT	Kotimo Kawe Someaka Masane Oyapo	Yes
498	Fataleka	far	Fataleka	far		/	1902	FAR	Farongoe Lea Ana Fataleka	Yes
499	Filipino [Tagalog]	tgl	Filipino	tgl	tl	Austronesian//Greater Central Philippine	177	TLAB	Ang Biblia	No
500	Filipino [Tagalog]	tgl	Filipino	tgl	tl	Austronesian//Greater Central Philippine	2196	ABTAG	Ang Biblia (1905/1982)	No
501	Filipino [Tagalog]	tgl	Filipino	tgl	tl	Austronesian//Greater Central Philippine	2195	ABTAG01	Ang Biblia, 2001	No
502	Filipino [Tagalog]	tgl	Filipino	tgl	tl	Austronesian//Greater Central Philippine	1264	ASND	Ang Salita ng Dios	No
503	Filipino [Tagalog]	tgl	Filipino	tgl	tl	Austronesian//Greater Central Philippine	399	RTPV05	Magandang Balita Bible (Revised)	Yes
504	Filipino [Tagalog]	tgl	Filipino	tgl	tl	Austronesian//Greater Central Philippine	2197	MBBTAG12	Magandang Balita Biblia	No
505	Filipino [Tagalog]	tgl	Filipino	tgl	tl	Austronesian//Greater Central Philippine	144	MBB05	Magandang Balita Biblia (2005)	No
506	Folopa	ppo	Folopa	ppo		Teberan-Pawaian//Teberan	1184	PPONT	Yesu Kerisoné So Whi̧ Tao Sere Kisi Fo Wisi	Yes
507	Fon	fon	Fon	fon		Niger-Congo//Kwa	813	FONDC	Bible Fon	Yes
508	Fon	fon	Fon	fon		Niger-Congo//Kwa	817	FON	Fon Bible	No
509	Fordata	frd	Fordata	frd		Austronesian//Central Malayo-Polynesian	2178	FRD	Surat Ralan na'a Vaidida	Yes
510	Fore	for	Fore	for		Trans-New Guinea//Eastern Highlands	973	FORNT	Mono Agowe	Yes
511	Francisco León Zoque	zos	Francisco León Zoque	zos		Mixe-Zoque//Mixe-Zoque	784	ZOSNT	Jomepø Testamento	Yes
512	Français [French]	fra	Français	fra	fr	Indo-European//Romance	64	FRDBY	Bible Darby en français	No
513	Français [French]	fra	Français	fra	fr	Indo-European//Romance	93	LSG	Bible Segond 1910	No
514	Français [French]	fra	Français	fra	fr	Indo-European//Romance	152	S21	Bible Segond 21	No
515	Français [French]	fra	Français	fra	fr	Indo-European//Romance	504	BCC1923	Bible catholique Crampon 1923	No
516	Français [French]	fra	Français	fra	fr	Indo-European//Romance	63	BFC	Bible en français courant	No
517	Français [French]	fra	Français	fra	fr	Indo-European//Romance	21	BDS	La Bible du Semeur	No
518	Français [French]	fra	Français	fra	fr	Indo-European//Romance	62	FMAR	Martin 1744	No
519	Français [French]	fra	Français	fra	fr	Indo-European//Romance	104	NBS	Nouvelle Bible Segond	No
520	Français [French]	fra	Français	fra	fr	Indo-European//Romance	106	NEG79	Nouvelle Edition de Genève 1979	No
521	Français [French]	fra	Français	fra	fr	Indo-European//Romance	2367	NFC	Nouvelle Français courant	No
522	Français [French]	fra	Français	fra	fr	Indo-European//Romance	2053	NVS78P	Nouvelle Segond révisée	No
523	Français [French]	fra	Français	fra	fr	Indo-European//Romance	131	OST	Ostervald	No
524	Français [French]	fra	Français	fra	fr	Indo-European//Romance	133	PDV2017	Parole de Vie 2017	Yes
525	Fulfulde (Adamawa)	fub	Fulfulde (Adamawa)	fub		Niger-Congo/Atlantic/Peul-Serer	906	FB	Fulfulde Bible	No
526	Fulfulde (Adamawa)	fub	Fulfulde (Adamawa)	fub		Niger-Congo/Atlantic/Peul-Serer	905	FBDC	Fulfulde DC Bible	Yes
527	Fulfulde (Burkina Faso) [Fulfulde]	fuh	Fulfulde (Burkina Faso)	fuh		Niger-Congo/Atlantic/Peul-Serer	1032	FBFNT	Fulfulfe Burkina, Dewtere Laamɗo Amaana Keso	Yes
528	Fulfulde (Burkina Faso) [Fulfulde]	fuh	Fulfulde (Burkina Faso)	fuh		Niger-Congo/Atlantic/Peul-Serer	2380	FUH	Ko woni Amaana Keso	No
529	Fulfulde (Central-Eastern Niger)	fuq	Fulfulde (Central-Eastern Niger)	fuq		/	1373	FUQ	Alkawal Kesal	Yes
530	Fulfulde (Maasinankoore) [Maasina Fulfulde]	ffm	Fulfulde (Maasinankoore)	ffm		Niger-Congo/Atlantic/Peul-Serer	1175	FFMNT	Aadi keyri: linjiila iisaa almasiihu	Yes
531	Fulfulde Caka Nigeria [Fulani]	fuv	Fulfulde Caka Nigeria	fuv		Niger-Congo/Atlantic/Peul-Serer	1159	FUVNT	Alkawal Kesal Nder Fulfulde Caka Naajeeriya	Yes
532	Fulfulde Caka Nigeria Arabic Script [Fulani]	fuv_ar	Fulfulde Caka Nigeria Arabic Script	fuv		Niger-Congo/Atlantic/Peul-Serer	2377	FUVASNT	اَلْکَوَلْ کٜسَلْ ندٜرْ فُلْفُلْدٜ شَکَ نَاجٜىٰرِيَ	No
533	Fuliiru	flr	Fuliiru	flr		/	2355	FLR	Ibibiriya: Igambo lya Rurema mu ndeto ye'kifuliiru	Yes
534	Føroyskt [Faroese]	fao	Føroyskt	fao	fo	Indo-European//Germanic	374	FB	BÍBLIA	Yes
535	Ga'dang	gdg	Ga'dang	gdg		/	1436	GDGNT	Ino sapiti Dios: bawuwa tulag	Yes
536	Gaeilge [Irish Gaelic]	gle	Gaeilge	gle	ga	Indo-European//Celtic	554	ABN	An Bíobla Naofa 1981	No
537	Gaeilge [Irish Gaelic]	gle	Gaeilge	gle	ga	Indo-European//Celtic	883	BEDELL	Bedell An Biobla Naomhtha 1817	No
538	Gaeilge [Irish Gaelic]	gle	Gaeilge	gle	ga	Indo-European//Celtic	884	OC1970	Ó Cuinn Tiomna Nua 1970	Yes
539	Gaelg [Manx Gaelic]	glv	Gaelg	glv	gv	Indo-European//Celtic	2059	PS1765	Lioar ny Psalmyn 1765 (Pointed)	No
540	Gaelg [Manx Gaelic]	glv	Gaelg	glv	gv	Indo-European//Celtic	1156	NEAN	Noo Ean 1936	No
541	Gaelg [Manx Gaelic]	glv	Gaelg	glv	gv	Indo-European//Celtic	1985	NMIAN	Noo Mian 1748	No
542	Gaelg [Manx Gaelic]	glv	Gaelg	glv	gv	Indo-European//Celtic	1366	PS1761	Psalmyn Ghavid 1761 (Metrical)	Yes
543	Gaelg [Manx Gaelic]	glv	Gaelg	glv	gv	Indo-European//Celtic	1809	YNAPBR	Yn Apocrypha (Broderick) 1979	No
544	Gaelg [Manx Gaelic]	glv	Gaelg	glv	gv	Indo-European//Celtic	1703	YNAP	Yn Apocrypha 1772	No
545	Gaelg [Manx Gaelic]	glv	Gaelg	glv	gv	Indo-European//Celtic	1780	CON1810	Yn Conaant Noa 1810	No
546	Gaelg [Manx Gaelic]	glv	Gaelg	glv	gv	Indo-European//Celtic	1702	BIB1819	Yn Vible Casherick 1819	No
547	Gagana fa'a Sāmoa [Samoan]	smo	Gagana fa'a Sāmoa	smo	sm	Austronesian/Eastern Malayo-Polynesian/Oceanic	599	RSCB	O LE TUSI PA'IA - Ekalesia Katoliko Roma	Yes
548	Gagana fa'a Sāmoa [Samoan]	smo	Gagana fa'a Sāmoa	smo	sm	Austronesian/Eastern Malayo-Polynesian/Oceanic	2203	SOV	O LE TUSI PAIA	No
549	Gagana fa'a Sāmoa [Samoan]	smo	Gagana fa'a Sāmoa	smo	sm	Austronesian/Eastern Malayo-Polynesian/Oceanic	1516	SCNT	Samoan Contemporary New Testament	No
550	Galo	adl	Galo	adl		/	1534	GALO-BSI	ALI NIITIN (BSI)	Yes
551	Gamo	gmv	Gamo	gmv		Afro-Asiatic/Omotic/North Omotic	434	GGMNT	Gamo Geesha Maxxafa New Testamen	Yes
552	Gangte	gnb	Gangte	gnb		/	1013	GANG	PATHIEN LEKHABU THIENGTHO	Yes
553	Gaolkheel [Akeu]	aeu	Gaolkheel	aeu		/	1504	AEUNT	Jalliq aqsivq Gaolkheel daoq	Yes
554	Gapapaiwa	pwg	Gapapaiwa	pwg		Austronesian/Eastern Malayo-Polynesian/Oceanic	1180	PWGNT	God Vonana Vovokaravina	Yes
555	Garrwa	wrk	Garrwa	wrk		Garrwan//Garrwan	1372	WRKPO	Garrwa Mini Bible	Yes
556	Gbagyi	gbr	Gbagyi	gbr		Niger-Congo/Benue-Congo/Nupoid	1621	GAW	Alkawali Woiwoyi	Yes
557	Gbaya (Sudan)	krs	Gbaya (Sudan)	krs		Central Sudanic//Kresh	2522	GBA	Ádá ká Mbájá	Yes
558	Gela	nlg	Gela	nlg		Austronesian/Eastern Malayo-Polynesian/Oceanic	1906	NLG	Na Rongorongo Uto nina Jesus Christ	Yes
559	Ghale [Southern Ghale]	ghe	Ghale	ghe		/	1709	सर् कबुल	घले नयाँ करार	Yes
560	Ghayavi	bmk	Ghayavi	bmk		/	1102	BMK	Ghayavi Mak	Yes
561	Ghomálá'	bbj	Ghomálá'	bbj		/	907	GNT02	Ghomala New Testament	Yes
562	Gidar	gid	Gidar	gid		Afro-Asiatic/Chadic/Biu-Mandara	1120	GDRNT85	Nouveau Testament en Guidar	Yes
563	Gikyode	acd	Gikyode	acd		/	1741	ACD	GɛnÞ PobÞrÞ, Gɛbono Wurubuaarɛ Gi Yɛgɛ Mɔ-rɛ Anyamesɛ Mɛ Wɔra Mɔ	Yes
564	Gilbertese	gil	Gilbertese	gil		Austronesian/Eastern Malayo-Polynesian/Oceanic	1892	KNVB	Te B'aib'ara	Yes
565	Girawa	bbr	Girawa	bbr		/	982	BBRNT	Anut nukan Ämän Eposek	Yes
566	Giryama	nyf	Giryama	nyf		/	2207	NYF	Kilagane Kisha (Kenya)	Yes
567	Gola	gol	Gola	gol		Niger-Congo/Atlantic/Mel	2520	WFESD	WƆŊ FƐ̀Ì EBÒ SÌÀŊ DAYÀA	Yes
568	Golin	gvf	Golin	gvf		Trans-New Guinea//Chimbu	940	GVFNT	God ka main buku	Yes
569	Gonja	gjn	Gonja	gjn		/	1729	GJNB	EBƆRƐ BE KAWƆL	Yes
570	Goofa [Gofa]	gof	Goofa	gof		/	2344	GOFNT	Gofa New Testament	No
571	Goofa [Gofa]	gof	Goofa	gof		/	435	GOFRNT	Ooratha Caaquwa Goofatho	Yes
572	Goofa [Gofa]	gof	Goofa	gof		/	506	GOFENT	ኦራ ጫቁዋ ጎፋ	No
573	Gor	gqr	Gor	gqr		/	1173	GQRNT	Ta lǝ Luwǝ Kunmindɨ kɨ Sigɨ	Yes
574	Guahibo	guh	Guahibo	guh		Guahiban//Guahiban	1055	GUHNT	Dios pejumelivaisibaxuto pejanalivaisibaxuto	Yes
575	Guajajára	gub	Guajajára	gub		Tupian//Tupi-Guaraní	613	GUBBI	Tupàn ze'eg	Yes
576	Guambiano	gum	Guambiano	gum		Barbacoan//Barbacoan	1037	GUM	Nacom Pejume Diwesi po diwesi pena jume diwesi xua Jesucristo yabara tinatsi	Yes
577	Guanano	gvc	Guanano	gvc		Tucanoan//Tucanoan	1056	GVCNT	Cohamacʉ Yare Yahari Tjuel	Yes
578	Guaraní paraguayo [Avañe'e]	gug	Guaraní paraguayo	gug		Tupian//Tupi-Guaraní	805	GRN1913	Tûpâ Ñandeyára 1913	No
579	Guaraní paraguayo [Avañe'e]	gug	Guaraní paraguayo	gug		Tupian//Tupi-Guaraní	66	GPC2006	Ñandejára Ñe’ẽ	Yes
580	Guaraní paraguayo [Avañe'e]	gug	Guaraní paraguayo	gug		Tupian//Tupi-Guaraní	2315	BNP76	Ñandeyara Ñe'ẽ	No
581	Guaraní: Ava (Bolivia) [Eastern Bolivian Guarani]	gui	Guaraní: Ava (Bolivia)	gui		Tupian//Tupi-Guaraní	972	GUABD	Biblia Guarani, Tumpa Iñee	No
582	Guaraní: Ava (Bolivia) [Eastern Bolivian Guarani]	gui	Guaraní: Ava (Bolivia)	gui		Tupian//Tupi-Guaraní	590	GUINT	Nuevo Testamento Guaraní Pe	Yes
583	Guaraní: Simba [Western Bolivian Guarani]	gnw	Guaraní: Simba	gnw		/	1739	GNWPB	Biblia	No
584	Guaraní: Simba [Western Bolivian Guarani]	gnw	Guaraní: Simba	gnw		/	606	GNWNT	Nuevo Testamento Guaraní Pe	Yes
585	Guarayu	gyr	Guarayu	gyr		/	359	GYOB	Tüpä Ñe'ëngagwer	Yes
586	Guarayu	gyr	Guarayu	gyr		/	224	GYOB0253	Tüpä Ñe'ëngagwer	No
587	Guarayu	gyr	Guarayu	gyr		/	609	GYRNT	Tũpa Ñehengagüer	No
588	Guayabero	guo	Guayabero	guo		Guahiban//Guahiban	499	GUONT	Pajelwʉajan Dios pejjamechan	Yes
589	Gude	gde	Gude	gde		Afro-Asiatic/Chadic/Biu-Mandara	1778	GDE	Kura Aləkawalə ŋga Əntaŋfə	Yes
590	Guernésiais [Guernsey Norman French]	nrf	Guernésiais	nrf		/	1641	GUE1863	L' Sâint Évàngile Siévant Sâint Makyu 1863	Yes
591	Guerrero Nahuatl	ngu	Guerrero Nahuatl	ngu		Uto-Aztecan//Aztecan	1660	NGUNT	El Nuevo Testamento	No
592	Guerrero Nahuatl	ngu	Guerrero Nahuatl	ngu		Uto-Aztecan//Aztecan	749	NGUNT	In yencuic iyectlajtoltzin Dios itech ica toTeco Jesucristo	Yes
593	Guhu-Samane	ghs	Guhu-Samane	ghs		Trans-New Guinea//Binanderean	953	GHSNT	Poro tongo usaqe	Yes
594	Gulay	gvl	Gulay	gvl		/	815	GUL	Gulei New Testament	Yes
595	Gullah [Sea Island Creole English]	gul	Gullah	gul		/	585	GUL	De Nyew Testament	Yes
596	Gumatj	gnn	Gumatj	gnn		Pama-Nyungan//Western Pama-Nyungan	2006	GNNNTOTPO	Gumatj Shorter Bible	Yes
597	Gun-Alada [Gun]	guw	Gun-Alada	guw		Niger-Congo//Kwa	2405	BWL23	BIBLU WIWE LỌ 1923	Yes
598	Gungu	rub	Gungu	rub		/	1837	RUB	Lugungu Bible	Yes
599	Gurinji	gue	Gurinji	gue		Pama-Nyungan//Western Pama-Nyungan	2417	GUE	Gurindji (Ruth)	Yes
600	Gurung	gvr	Gurung	gvr		/	2468	GCMB	परमेश्‍वरए ताँ तमु क्युइर	Yes
601	Gwahatike	dah	Gwahatike	dah		/	939	DAH	Al Kuruŋyen Mere Igiŋ	Yes
602	Gwere	gwr	Gwere	gwr		/	2299	GWR	ENdagaano eMpyaka omu Lugwere	Yes
603	Gwichʼin	gwi	Gwichʼin	gwi		Na-Dene//Athapaskan	600	GWINT	Vit'eegwijyąhchy'aa Vagwandak Nizįį	Yes
604	Gàidhlig [Scots Gaelic]	gla	Gàidhlig	gla	gd	Indo-European//Celtic	1531	ABG1992	Am Bìoball Gàidhlig 1992	Yes
605	Gàidhlig [Scots Gaelic]	gla	Gàidhlig	gla	gd	Indo-European//Celtic	1747	ABIG	Am Bìoball Iomraidh Gàidhlig 2017	No
606	Gàidhlig [Scots Gaelic]	gla	Gàidhlig	gla	gd	Indo-European//Celtic	1562	ATN2017	An Tiomnadh Nuadh anns an Eadar-Theangachadh Ùr Gàidhlig 2017	No
607	Gàidhlig [Scots Gaelic]	gla	Gàidhlig	gla	gd	Indo-European//Celtic	1605	GLD	Ann An Gàidhlig an Latha An-diugh 1986	No
608	Gàidhlig [Scots Gaelic]	gla	Gàidhlig	gla	gd	Indo-European//Celtic	1807	MACGAP	Apocripha (MacGriogair) 1860	No
609	Gàidhlig [Scots Gaelic]	gla	Gàidhlig	gla	gd	Indo-European//Celtic	2141	LSN1987	Laoidhean o na Sgriobtaran Naomha 1987	No
610	Gàidhlig [Scots Gaelic]	gla	Gàidhlig	gla	gd	Indo-European//Celtic	2282	SD1694	Sailm Dhaibhidh 1694 (Seanadh Earra-ghàidheal)	No
611	Gàidhlig [Scots Gaelic]	gla	Gàidhlig	gla	gd	Indo-European//Celtic	1575	SD1826	Sailm Dhaibhidh 1826 (le litreachadh ùr 2000)	No
612	Gàidhlig [Scots Gaelic]	gla	Gàidhlig	gla	gd	Indo-European//Celtic	1528	SD1992	Sailm Dhaibhidh 1992 (ath-sgrùdaichte le litreachadh ùr)	No
613	Gàidhlig [Scots Gaelic]	gla	Gàidhlig	gla	gd	Indo-European//Celtic	1914	MACETN	Tiomnadh Nuadh (MacEachen) 1875	No
614	Hadrami Arabic	ayh	Hadrami Arabic	ayh		/	2428	HAT	Hadrami Arabic Translation	Yes
615	Hakha [Hakha Chin]	cnh	Hakha	cnh		Sino-Tibetan/Tibeto-Burman/Kuki-Chin	327	HCL	Hakha Common Language Bible	Yes
616	Hakha [Hakha Chin]	cnh	Hakha	cnh		Sino-Tibetan/Tibeto-Burman/Kuki-Chin	1862	HAKACHINBSI	Laibaibal Thiang - BSI	No
617	Hakkafa (Roman script) [Chinese, Hakka]	hak_rom	Hakkafa (Roman script)	hak		Sino-Tibetan//Chinese	2408	THV12RDB	HAK-NGÎ SṲN-KÎN – Hien-thoi Thòi-vân Hak-ngî Yi̍t-pún – Sîn-Khiu Yok Chhiòn Sû (Lò-mâ-sṳ pán);	No
618	Halia	hla	Halia	hla		Austronesian/Eastern Malayo-Polynesian/Oceanic	955	HLANT	U Bulungana U Niga	Yes
619	Hanga	hag	Hanga	hag		/	1499	HAG	Naawun yatogiri, Piiligu gbaŋŋu Selections	Yes
620	Haruai	tmd	Haruai	tmd		Piawi//Piawi	1570	TMD	MÖNÖ KÖMÖ	Yes
621	Hausa	hau	Hausa	hau	ha	Afro-Asiatic/Chadic/West Chadic	71	HAU	Littafi Mai Tsarki	Yes
622	Hausa	hau	Hausa	hau	ha	Afro-Asiatic/Chadic/West Chadic	1614	SRK	Sabon Rai Don Kowa	No
623	Hawaii Pidgin [Hawaii Creole English]	hwc	Hawaii Pidgin	hwc		other//Creoles and Pidgins	76	HPB	Hawaii Pidgin Bible	Yes
624	Hdi	xed	Hdi	xed		Afro-Asiatic/Chadic/Biu-Mandara	1149	XEDNT	Deftera Lfiɗa Dzratawi	Yes
625	Helong	heg	Helong	heg		/	1045	HEGNTPO	Buk Niu In Hida Balu nol Dehet deng Apan-kloma ki in Dadi ka	Yes
626	Highland Oaxaca Chontal	chd	Highland Oaxaca Chontal	chd		Tequistlatecan//Tequistlatecan	721	CHDNT	Lataiquiʼ loyaʼapa iƚe al cʼa lixpicʼepa L̵anDios	Yes
627	Highland Puebla Nahuatl	azz	Highland Puebla Nahuatl	azz		Uto-Aztecan//Aztecan	781	AZZNT	In cuali tajtoltzin de Dios	Yes
628	Hiligaynon	hil	Hiligaynon	hil		Austronesian//Greater Central Philippine	2191	ABHIL82	Ang Biblia (1982)	No
629	Hiligaynon	hil	Hiligaynon	hil		Austronesian//Greater Central Philippine	10	HLGN	Ang Pulong Sang Dios	Yes
630	Hiligaynon	hil	Hiligaynon	hil		Austronesian//Greater Central Philippine	2190	MBBHIL12	Maayong Balita nga Biblia (2012)	No
631	Hindi (Roman Script) [Hindi (Roman script)]	hin_ro	Hindi (Roman Script)	hin		Indo-European//Indic	820	HHBR	Hindi Holy Bible	Yes
632	Hixkaryána	hix	Hixkaryána	hix		Cariban//Cariban	587	HIXNT	Khoryenkom Karyehtanà	Yes
633	Hmar	hmr	Hmar	hmr		Sino-Tibetan/Tibeto-Burman/Kuki-Chin	1863	HMARCLBSI	Pathien Lekhabu Inthieng - BSI	Yes
634	Hmar	hmr	Hmar	hmr		Sino-Tibetan/Tibeto-Burman/Kuki-Chin	1864	HMARMBBSI	Pathien Lekhabu Inthieng - BSI	No
635	Hmong [Hmong Daw]	mww	Hmong	mww		Hmong-Mien//Hmong-Mien	1525	HWB	Meo: White (Hmong Daw) Bible	No
636	Hmong [Hmong Daw]	mww	Hmong	mww		Hmong-Mien//Hmong-Mien	1269	HMOWSV	Vajtswv Txojlus - lus Hmoob Dawb - txhais tshiab xyoo 2004	Yes
637	Hmong Hoa [Hmong Njua]	hnj	Hmong Hoa	hnj		/	1216	HMOBSV	Vaajtswv Txujlug - lug Moob Ntsuab - txhais tshab xyoo 2004	Yes
638	Hmong Hoa [Hmong Njua]	hnj	Hmong Hoa	hnj		/	1726	HBB	Vietnam	No
639	Hopi	hop	Hopi	hop		Uto-Aztecan//Hopi	595	HOPNT	God Lavayiyat Aṅ Puhuvasiwni	Yes
640	Hote	hot	Hote	hot		/	1026	HOT	Wapômbêŋ Anêŋ Abô Matheŋ	Yes
641	Hrangkhol	hra	Hrangkhol	hra		/	1018	HRAN	PATHIAN LEKHABU IRTHIANG	Yes
642	Hre	hre	Hre	hre		Austro-Asiatic/Mon-Khmer/Bahnaric	2512	HREB	Sech Hadròih	Yes
643	Hrvatski [Croatian]	hrv	Hrvatski	hrv	hr	/	2475	SHP	Biblija: suvremeni hrvatski prijevod	Yes
644	Hrvatski [Croatian]	hrv	Hrvatski	hrv	hr	/	39	KOK	Knjiga O Kristu	No
645	Hrvatski [Croatian]	hrv	Hrvatski	hrv	hr	/	1444	BKJ	NOVI ZAVJET I PSALMI - 1. izd. -	No
646	Huallaga Huánuco Quechua	qub	Huallaga Huánuco Quechua	qub		/	1088	QUBNT	Tayta Diosninchi Isquirbichishan	Yes
647	Huamalíes-Dos de Mayo Huánuco Quechua	qvh	Huamalíes-Dos de Mayo Huánuco Quechua	qvh		Quechuan//Quechuan	670	QVHB	Tayta Diospa Wilakuynin	Yes
648	Huambisa	hub	Huambisa	hub		Jivaroan//Jivaroan	720	HUBNT	Yuusa chichame yaunchukia tura yamaram chichamjai aarmau	Yes
649	Huarijio	var	Huarijio	var		Uto-Aztecan//Tarahumaran	1347	VAR	Riosia Warijio Nayewani Ahpo Tisiwa Kaaweruma Tuuyewari	Yes
650	Huastec	hus	Huastec	hus		Mayan//Mayan	698	HUSNT	New Testament in Huastec Aquiche	Yes
651	Huastec	hus	Huastec	hus		Mayan//Mayan	848	HUSNT	New Testament in Huastec San Luis Potosi	No
652	Huautla Mazatec	mau	Huautla Mazatec	mau		Oto-Manguean//Popolocan	834	MAUDBL	New Testament in Mazatec, Huautla	Yes
653	Huaylas Ancash Quechua	qwh	Huaylas Ancash Quechua	qwh		/	2393	QUEAN	Quechua Ancash New Testament	No
654	Huaylas Ancash Quechua	qwh	Huaylas Ancash Quechua	qwh		/	734	QWHNT	Teyta Diospa Mushoq Testamentun	Yes
655	Huaylay [Northern Conchucos Ancash Quechua]	qxn	Huaylay	qxn		/	268	QXNB	Biblia en Quechua del norte de Conchucos	Yes
656	Huehuetla Tepehua	tee	Huehuetla Tepehua	tee		Totonacan//Totonacan	849	TEENT	Ixchivinti Dios	Yes
657	Huichol	hch	Huichol	hch		Uto-Aztecan//Corachol	830	HCH	Kakaɨyari Niukieya	Yes
658	Hyam	jab	Hyam	jab		/	2521	HYAMNT	Mbyeny Jok Nom di ho Hyam Ham ma̱	Yes
659	Iamalele	yml	Iamalele	yml		/	1027	YML	YOUBADA YANA VONA'AWAUFAUFA 'IVAUNA	Yes
660	Iatmul	ian	Iatmul	ian		Sepik//Ndu	968	IANNT	God Waa Nyaangɨt	Yes
661	Ibaloi	ibl	Ibaloi	ibl		/	2434	DMP	Dibshon Mengi-kan Ni Pansigshan	Yes
662	Iban	iba	Iban	iba		Austronesian//Malayo-Sumbawan	171	BK	Bup Kudus	Yes
